"Aplicativo","DataAlteracao","Descricao","StatusCruzamento","VersaoProducaoListada","EnviadoProducaoEm","EnviadoProducaoPor","FonteProducao","Regra"
"SERVIDOR.ZIP","18/08/2026 13:35:39","adicionado upd_227 | ajustado para danfe simplificada, para quando cStat 120  Autorizado o uso da NF-e com Alerta, Retorna Msg de Alerta. | Obs: Atualizar ecf_ws.zip e servidor.zip","Somado na versao em producao","10/09/2026 18:30:06","14/09/2026 08:58:23","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta SERVIDOR.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"SERVIDOR.ZIP","18/08/2026 14:38:31","Recompilado pacote. ajustado erro no upd_227","Somado na versao em producao","10/09/2026 18:30:06","14/09/2026 08:58:23","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta SERVIDOR.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"SERVIDOR.ZIP","19/08/2026 14:45:21","2174 -  No PDV quando consultava o X-MAPA o ServerNFE não estava considerando a Hora.","Somado na versao em producao","10/09/2026 18:30:06","14/09/2026 08:58:23","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta SERVIDOR.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"SERVIDOR.ZIP","26/08/2026 19:00:20","Adicionado o UPD_228","Somado na versao em producao","10/09/2026 18:30:06","14/09/2026 08:58:23","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta SERVIDOR.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"SERVIDOR.ZIP","31/08/2026 10:54:26","Adicionado UPD_229 referente notificacao do comunica PDV","Somado na versao em producao","10/09/2026 18:30:06","14/09/2026 08:58:23","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta SERVIDOR.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"SERVIDOR.ZIP","02/09/2026 17:14:00","Adicionado os UPDs  230 ate 291 referente estoque novo","Somado na versao em producao","10/09/2026 18:30:06","14/09/2026 08:58:23","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta SERVIDOR.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"SERVIDOR.ZIP","08/09/2026 13:36:53","Ajustado API da listagem do fechamneto Mapa","Somado na versao em producao","10/09/2026 18:30:06","14/09/2026 08:58:23","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta SERVIDOR.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"SERVIDOR.ZIP","09/09/2026 17:38:24","Adicionado UPD_292, Correcao de lentidao, Cria Indices","Somado na versao em producao","10/09/2026 18:30:06","14/09/2026 08:58:23","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta SERVIDOR.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"SERVIDOR.ZIP","10/09/2026 18:31:09","Atualizado e substituido os upds 234,249,250","Somado na versao em producao","10/09/2026 18:30:06","14/09/2026 08:58:23","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta SERVIDOR.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WDLLNFE.ZIP","03/08/2026 19:46:47","Adicionado a Mensagem quando item faz faz parte da lei complementar ""Operação sujeita ao disposto na LC n° 224 de 2025""  na  tag InfAdic.infAdFisco","Somado na versao em producao","10/09/2026 16:52:15","14/09/2026 08:58:27","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WDLLNFE.ZIP","07/08/2026 00:02:49","Dependendo da situacao perdia conexao com BD quando usava e-mail","Somado na versao em producao","10/09/2026 16:52:15","14/09/2026 08:58:27","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WDLLNFE.ZIP","10/09/2026 16:52:22","Ajustado Bug onde colocava como optante do simples para regime Normal","Somado na versao em producao","10/09/2026 16:52:15","14/09/2026 08:58:27","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WG_CCUSTO.ZIP","26/08/2026 10:27:29","Recompilado devido a desativação da gravação de log em LOG_FORM.","Somado na versao em producao","26/08/2026 10:27:41","03/09/2026 18:03:50","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WG_CONTAS.ZIP","26/08/2026 10:28:22","Recompilado devido a desativação da gravação de log em LOG_FORM.","Somado na versao em producao","26/08/2026 10:28:34","03/09/2026 18:03:46","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGALERTAS.ZIP","26/08/2026 10:34:04","Recompilado devido a desativação da gravação de log em LOG_FORM.","Somado na versao em producao","26/08/2026 10:34:55","03/09/2026 18:03:42","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGALERTAS.ZIP","26/08/2026 10:34:43","Recompilado devido a desativação da gravação de log em LOG_FORM.","Somado na versao em producao","26/08/2026 10:34:55","03/09/2026 18:03:42","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGCOMPRAS.ZIP","27/08/2026 17:22:30","- Ajustes e correções conforme demandas via PlannerX. | - Inclusao de novas funcionalidades e recursos | - Recompilação do Projeto visando atualizar Utilitarios.cs","Somado na versao em producao","27/08/2026 17:22:22","03/09/2026 18:01:24","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGCRESCEVENDAS.ZIP","27/08/2026 16:50:20","- Recompilação do Projeto visando atualizar Utilitarios.cs","Beta sem tag de producao localizada","","","","","Aplicativo presente na fonte beta, mas sem tag de producao confirmada nas fontes analisadas"
"WGESTOQUE.ZIP","03/08/2026 10:37:15","Adicionado metodo GravaOrdemProducaoJsonTransacional na DLL para uso na Entrada de Notas em Y.","Beta sem tag de producao localizada","","","","","Aplicativo presente na fonte beta, mas sem tag de producao confirmada nas fontes analisadas"
"WGESTOQUE.ZIP","04/08/2026 17:16:36","Ajustado componentes de tradução, demanda 408 insideops","Beta sem tag de producao localizada","","","","","Aplicativo presente na fonte beta, mas sem tag de producao confirmada nas fontes analisadas"
"WGESTOQUE.ZIP","20/08/2026 14:24:09","- Correção de layout e lógica no form de itens da Formula de Desmontagem. | - Ajustes pontuais na lógica do Estoque Novo","Beta sem tag de producao localizada","","","","","Aplicativo presente na fonte beta, mas sem tag de producao confirmada nas fontes analisadas"
"WGESTOQUE.ZIP","27/08/2026 15:55:13","- Correções no controle de Lotes e exibição de dados. | - Ajustes de layout e validações em pontos do projeto | - Recompilação do Projeto visando atualizar Utilitarios.cs","Beta sem tag de producao localizada","","","","","Aplicativo presente na fonte beta, mas sem tag de producao confirmada nas fontes analisadas"
"WGESTOQUE.ZIP","03/09/2026 11:57:35","- Ajuste no argumento da chamada via Menu","Beta sem tag de producao localizada","","","","","Aplicativo presente na fonte beta, mas sem tag de producao confirmada nas fontes analisadas"
"WGESTOQUE.ZIP","03/09/2026 15:19:04","- Remoção de mensagens de rastreio","Beta sem tag de producao localizada","","","","","Aplicativo presente na fonte beta, mas sem tag de producao confirmada nas fontes analisadas"
"WGESTOQUE.ZIP","08/09/2026 10:35:37","- Correção em comportamento ao editar Etapas de Ordem de Produção","Beta sem tag de producao localizada","","","","","Aplicativo presente na fonte beta, mas sem tag de producao confirmada nas fontes analisadas"
"WGFECHACX.ZIP","27/08/2026 17:45:45","Primeiro upload - Projeto base","Somado na versao em producao","27/08/2026 17:45:41","03/09/2026 18:01:12","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGFINANC.ZIP","04/08/2026 08:19:01","- Adicionado opção de configurar meio de pagamento e espécie de documento padrão por fornecedor na entrada de notas.","Somado na versao em producao","27/08/2026 10:34:50","03/09/2026 18:03:31","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGFINANC.ZIP","12/08/2026 11:54:58","Ajuste na inclusão multipla CP/CR. | No modo FIXO, agora o dia é limitado ao último dia do mês. Assim, com vencimento-base em 30/08 e intervalo 30, a parcela de fevereiro será 28/02 (ou 29/02 em ano bissexto), sem exceção. | A regra foi aplicada tanto para CP quanto para CR.","Somado na versao em producao","27/08/2026 10:34:50","03/09/2026 18:03:31","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGFINANC.ZIP","13/08/2026 08:39:07","Corrigido ordem de tabulação na inclusão múltipla.","Somado na versao em producao","27/08/2026 10:34:50","03/09/2026 18:03:31","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGFINANC.ZIP","21/08/2026 13:58:39","Correção nos botões de configuração do layout DRE","Somado na versao em producao","27/08/2026 10:34:50","03/09/2026 18:03:31","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGFINANC.ZIP","26/08/2026 10:05:10","Recompilado devido a desativação da gravação de log em LOG_FORM.","Somado na versao em producao","27/08/2026 10:34:50","03/09/2026 18:03:31","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGFINANC.ZIP","27/08/2026 10:34:37","- Removido a opção ""Cadastros"" de utilitarios/configs e colocado como primeira opção da barra superior do menu do módulo. | - Adicionado opção de abrir Cadastro de carteiras | - Adicionado opção de abrir Cadastro de clientes/fornecedores | -- Ambos as opções acima validam a permissão de Ferramentas > Configura Menu.","Somado na versao em producao","27/08/2026 10:34:50","03/09/2026 18:03:31","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGHELPS.ZIP","26/08/2026 10:52:34","Recompilado devido a desativação da gravação de log em LOG_FORM.","Somado na versao em producao","26/08/2026 10:52:46","03/09/2026 18:03:39","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - ultimas versoes beta","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGLCTONOTA.ZIP","03/08/2026 15:57:08","A sugestão de CFOP da entrada manual foi ajustada: | UF do fornecedor igual à UF da loja: 5102 | UF diferente: 6102 | ----- | Ajustado para todos os pontos onde seja possível preencher manualmente o campo Documento da fatura limitar a 30 caracteres, tamanho do banco de dados, evitando Overflow. | ----- | Ajustado ordenação da revisão de faturas na entrada assistida e manual. | ---- | Melhorada a busca e associação de produtos:GTIN correspondente não força mais 100% de similaridade. | Descrição passou a representar 98% da similaridade. | UNM e NCM acrescentam 1% cada quando compatíveis. | Divergências de UNM/NCM continuam reduzindo a pontuação. | Incluídos alertas para divergências de descrição, peso/apresentação, unidade, NCM e fornecedor. | Adicionado ícone de sucesso na coluna Critério quando o GTIN corresponde. | ----- | Redesenhada a tela de associação de produtos para resolução mínima de 1000×600 px, com melhor distribuição dos dados e da grade. | ----- | Implementado o bloqueio de valores negativos. | Entrada Manual: frete, seguro, despesas e desconto são rejeitados ao incluir o item; a regra também foi reforçada no cálculo e na validação final. | Auditoria: incluídas validações para custo de compra e todos os campos de ICMS ST. | Salvamento central: valida todas as propriedades decimais dos itens antes de persistir, cobrindo campos preenchidos indiretamente. | ----- | CFOP e CST agora são validados contra os registros ativos de TAB_CFOP e TAB_CST na entrada manual, tanto ao adicionar o item quanto antes de gravar a nota. | Incluídos botões F4 e atalho F4 para pesquisar CFOP e CST na entrada manual. | O CST digitado passou a ser preservado; não é mais substituído silenciosamente pelo CST do produto na entrada manual. | ---- | Analise > Variações preço compra: | Ajustado: o botão agora abre o cadastro com o código do produto da linha selecionada. Sem seleção, exibe um aviso e não abre o cadastro vazio.","Somado na versao em producao","03/09/2026 18:03:14","03/09/2026 18:05:18","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta WGLCTONOTA.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGLCTONOTA.ZIP","04/08/2026 11:04:26","## Entrada de Notas — Configuração Financeira | - Incluída configuração de meio de pagamento e espécie de documento por fornecedor, com prevalência sobre a configuração da loja. | - Permite selecionar ou alterar essas configurações na etapa de faturas das entradas manual e assistida; a seleção da fatura prevalece sobre as configurações padrão. | - Atualizadas as validações e mensagens para orientar a configuração por fornecedor ou loja. | - Na entrada manual, ao alterar o fornecedor, produtos, faturas e configurações financeiras carregadas são limpos.","Somado na versao em producao","03/09/2026 18:03:14","03/09/2026 18:05:18","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta WGLCTONOTA.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGLCTONOTA.ZIP","04/08/2026 17:14:17","---- | Adicionada validação de configuração financeira ao abrir o Controle de Entradas. | Regra central de gravação preservada. | ---- | Raking de produtos comprados: | Corrigida a ordenação do Ranking por valor numérico. | Corrigida a ordenação do Código do Produto. | Corrigida a ordenação cronológica de Última Compra. | ---- | Analise: Variação de preço de compra | Corrigida a ordenação numérica da coluna Produto. | Corrigida a ordenação cronológica de Data de Entrada e Data Anterior. | ---- | Corrigido layout do valor total do item no lançamento manual. | Grades da revisão com redimensionamento de colunas habilitado. | ----","Somado na versao em producao","03/09/2026 18:03:14","03/09/2026 18:05:18","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta WGLCTONOTA.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGLCTONOTA.ZIP","05/08/2026 09:23:52","Ajuste overflow na serie da NF na entrada manual.","Somado na versao em producao","03/09/2026 18:03:14","03/09/2026 18:05:18","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta WGLCTONOTA.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGLCTONOTA.ZIP","05/08/2026 10:34:57","Ajustado coluna Conv. CFOP da etapa de CFOP/CST da entrada manual, mas segue a situação auto-size.","Somado na versao em producao","03/09/2026 18:03:14","03/09/2026 18:05:18","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta WGLCTONOTA.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGLCTONOTA.ZIP","05/08/2026 13:20:47","Corrigido Dashboard: As duas roscas agora reduzem automaticamente o raio interno conforme a área útil do gráfico; em 1366×768 elas permanecem inteiras, sem invadir a grade","Somado na versao em producao","03/09/2026 18:03:14","03/09/2026 18:05:18","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta WGLCTONOTA.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGLCTONOTA.ZIP","05/08/2026 16:55:38","- Corrigida a conversão da quantidade do item na tela de lotes da Entrada Assistida. | - Lotes importados do XML agora exibem a quantidade já convertida pelo fator da associação. | - Exemplo: `0,100 MIL × 50` passa a exibir `5,000` unidades. | - Validação de quantidade inteira dos lotes passa a considerar o valor convertido.","Somado na versao em producao","03/09/2026 18:03:14","03/09/2026 18:05:18","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta WGLCTONOTA.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGLCTONOTA.ZIP","06/08/2026 10:15:39","- Ajustado responsividade do Dashboard","Somado na versao em producao","03/09/2026 18:03:14","03/09/2026 18:05:18","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta WGLCTONOTA.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGLCTONOTA.ZIP","06/08/2026 10:34:15","Ajustado posição das colunas da etapa de conversão CFOP e CST","Somado na versao em producao","03/09/2026 18:03:14","03/09/2026 18:05:18","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta WGLCTONOTA.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGLCTONOTA.ZIP","06/08/2026 11:02:53","Adicionado validação da configuração de plano financeiro sugerido ao abrir o módulo, mas mantem validação antes da gravação da entrada.","Somado na versao em producao","03/09/2026 18:03:14","03/09/2026 18:05:18","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta WGLCTONOTA.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGLCTONOTA.ZIP","06/08/2026 13:13:08","Bloqueado edição do local e a variação de estoque na auditoria do item.","Somado na versao em producao","03/09/2026 18:03:14","03/09/2026 18:05:18","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta WGLCTONOTA.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGLCTONOTA.ZIP","06/08/2026 14:09:49","Adicionado opção ""Logs - Auditoria"" no Dashboard. | - Esta opção é controlada pela permissão ""Consultar logs de auditoria""","Somado na versao em producao","03/09/2026 18:03:14","03/09/2026 18:05:18","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta WGLCTONOTA.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGLCTONOTA.ZIP","12/08/2026 15:05:24","- Incluído lançamento, importação e leitura de XML de CT-e modelo 57. | - Implementado vínculo e rateio de CT-e nos itens das NF-es. | - Adicionados frete bruto e crédito tributário do CT-e nos itens de entrada. | - Atualização automática de custos do rateio CT-e e tabelas de preços conforme configurações e produtos associados. | - Auditoria da entrada agora exibe Frete CT-e e Crédito CT-e. | - Fórmulas de Compra e Custo Final disponíveis por tooltip na auditoria, centralizadas com o cálculo para evitar divergências futuras. | - Entrada manual: validação de UF para aceitar somente estados brasileiros válidos. | - Entrada manual: validação de CFOP por origem, bloqueando a inclusão de itens com primeiro dígito diferente na mesma nota. | - Entrada manual: CST/CSOSN filtrado e validado pelo regime tributário do fornecedor, conforme enum próprio do fluxo manual.","Somado na versao em producao","03/09/2026 18:03:14","03/09/2026 18:05:18","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta WGLCTONOTA.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGLCTONOTA.ZIP","12/08/2026 17:05:54","-Liberado filtros de Status NF e Tipo/Condição | -Melhorar mensagem de cadastro de Usuario Master ( Especifica o caminho de onde configurar caso não tenha configurado ainda )","Somado na versao em producao","03/09/2026 18:03:14","03/09/2026 18:05:18","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta WGLCTONOTA.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
"WGLCTONOTA.ZIP","18/08/2026 15:18:06","Ajuste em NF-es referenciadas no CT-e: | - Grade de NF-e agora exibe valor total, fornecedor e data/hora de lançamento. | - Adicionado “Ver NF-e” ao lado de “Ignorar justificadamente”. | ---------------- | Ajuste em grade “Memória do rateio” no CT-e: | - Agrupa fixamente por versão, sem permitir remover o agrupamento. | - Ordena versões da mais recente para a mais antiga. | - Expande somente a versão mais recente ao carregar. | - Mostra, no rodapé de cada versão, os totais de frete bruto, crédito e frete custo.","Somado na versao em producao","03/09/2026 18:03:14","03/09/2026 18:05:18","FRANCISCO SCHWARZ MORAES","Portal Gerencial Weber - historico beta WGLCTONOTA.ZIP","Mesmo aplicativo; alteracoes com data/hora menor ou igual ao envio para producao foram somadas; alteracoes posteriores viram proximos passos"
